"","word","gender","cnt"
"25914","Meinungsbildung","f",5989
"3126","Assessment","n",5986
"15430","Geltendmachung","f",5986
"37243","Zollverein","m",5985
"25960","Melancholie","f",5973
"27893","Mündung","f",5966
"9204","Draht","m",5965
"8383","Diaspora","f",5961
"22174","Knorpel","m",5961
"31772","Sicherheitskonferenz","f",5960
"7581","Bibliothekar","m",5952
"2243","Apfel","m",5948
"18720","Infiltration","f",5948
"15770","Gentechnik","f",5946
"35892","Ur","f",5946
"35893","Ur","m",5946
"13788","Falten","n",5938
"20140","Kalifornien","n",5937
"20141","Kalifornien","f",5937
"6160","Bekanntschaft","f",5936
"10652","Einstufung","f",5935
"33980","Thread","m",5932
"13335","Explosion","f",5931
"34209","Tunnel","m",5930
"4484","Ausspruch","m",5928
"5418","Bauen","n",5927
"18136","Hypnose","f",5926
"7533","Bezugsperson","f",5918
"197","Abgleich","m",5917
"22589","Kommunikationspolitik","f",5917
"2704","Arbeitsstelle","f",5915
"21279","Kessel","m",5914
"5244","Barwert","m",5912
"16276","Geschichtlichkeit","f",5904
"31465","Senator","m",5901
"5829","Befindlichkeit","f",5900
"17554","Hauptverhandlung","f",5900
"10025","Eid","m",5898
"27318","Mobilmachung","f",5897
"31829","Sichtbarkeit","f",5896
"19005","Innenpolitik","f",5894
"10451","Einlage","f",5892
"29166","Schiffahrt","f",5887
"18446","Impfung","f",5884
"34203","Tunesien","n",5884
"12432","Erkennung","f",5871
"22226","Kochen","n",5869
"8900","Dogma","n",5867
"12611","Erprobung","f",5867
"21705","Klammer","f",5864
"25245","Marquis","m",5864
"4335","Ausschlag","m",5863
"23659","Kortex","m",5857
"19438","Intranet","n",5856
"10484","Einmischung","f",5855
"20446","Kanzlei","f",5849
"1048","Aluminium","n",5848
"6759","Bescheinigung","f",5848
"12705","Erstaunen","n",5848
"31411","Selbstzweck","m",5848
"29069","Scheu","f",5844
"28131","Muttergesellschaft","f",5836
"13391","Extension","f",5833
"31493","Senior","m",5831
"26408","Metzger","m",5828
"8015","Codierung","f",5826
"7800","Bildungsarbeit","f",5819
"19635","ISDN","n",5818
"37015","Zigeuner","m",5816
"37345","Zuflucht","f",5814
"6108","Beistand","m",5808
"11770","Entschlossenheit","f",5804
"36785","Zentralstelle","f",5803
"32935","Tarif","m",5799
"6585","Berufserfahrung","f",5798
"19398","Intervall","n",5795
"35912","Uraufführung","f",5792
"36377","Zauber","m",5790
"4629","Autobahn","f",5789
"8947","Doli","f",5785
"17682","Hausindustrie","f",5782
"16501","Gesetzlichkeit","f",5780
"22719","Kompression","f",5778
"22182","Knötchen","n",5777
"10932","Eiweiß","n",5776
"6867","Besorgnis","f",5775
"14883","Gallenblase","f",5774
"12059","Erasmus","m",5772
"8580","Digitalisierung","f",5768
"7021","Beton","m",5762
"10048","Eifersucht","f",5762
"11781","Entsetzen","n",5759
"16510","Gesichtsausdruck","m",5756
"37156","Zivilbevölkerung","f",5756
"15384","Gedankengut","n",5755
"30259","Schulleitung","f",5755
"16952","Ghana","n",5751
"10003","Ehrlichkeit","f",5749
"25713","Medienkompetenz","f",5749
"23447","Kopftuch","n",5745
"19114","Inspektion","f",5743
"28453","Nächstenliebe","f",5739
"1630","Animation","f",5735
"7293","Bevorzugung","f",5734
"26820","Minimierung","f",5733
"24650","Mähren","n",5732
"31633","Session","f",5731
"6173","Bekleidung","f",5726
"10337","Eingrenzung","f",5720
"27482","Mönch","m",5720
"11682","Entnazifizierung","f",5718
"18123","Hypertonie","f",5714
"11934","Entzug","m",5713
"24321","Kriegsschauplatz","m",5713
"16176","Geschäftsbericht","m",5712
"32453","Symmetrie","f",5712
"3864","Aura","m",5709
"3865","Aura","f",5709
"16773","Gewand","n",5708
"30098","Schulabschluss","m",5706
"24063","Kreditinstitut","n",5703
"15022","Gärtner","m",5701
"1910","Ansiedlung","f",5699
"29912","Schranke","f",5699
"30514","Schwager","m",5697
"1720","Anlegen","n",5695
"9280","Drei","f",5695
"16223","Geschäftspartner","m",5695
"28540","Nadel","f",5695
"1348","Anbau","m",5693
"10351","Einheitsfront","f",5691
"21527","Kinn","n",5691
"16746","Gewaltenteilung","f",5688
"32345","Supermarkt","m",5682
"37291","Zucht","f",5682
"6304","Benehmen","n",5675
"14319","Fell","n",5674
"31644","Setzung","f",5672
"23510","Korn","n",5665
"23511","Korn","m",5665
"2475","Arbeitsbereich","m",5662
"34006","Thun","m",5661
"34007","Thun","n",5661
"32276","Sklerose","f",5655
"1328","Anarchie","f",5653
"12995","Essenz","f",5643
"12784","Erwachsener","m",5640
"30378","Schüssel","f",5639
"8648","Diözese","f",5638
"12701","Erstattung","f",5634
"7847","Bildungsniveau","n",5633
"15821","Georgien","n",5633
"642","Abtreibung","f",5632
"28852","Naturalismus","m",5632
"4978","Balkon","m",5628
"22854","Kongruenz","f",5627
"1316","Anämie","f",5622
"32674","Tabu","n",5622
"15154","Gattin","f",5620
"1039","Altstadt","f",5619
"5228","Barriere","f",5616
"26411","Metzler","m",5616
"36252","Zahlungsbereitschaft","f",5615
"3369","Attentat","n",5610
"21961","Klientin","f",5609
"27510","Monismus","m",5609
"6840","Besinnung","f",5608
"1644","Anker","m",5606
"31111","Sekundärliteratur","f",5605
"5211","Barock","n",5604
"20131","Kali","n",5601
"648","Abtretung","f",5599
"24865","Manifestation","f",5595
"35865","Unwissenheit","f",5592
"21662","Kiste","f",5590
"1915","Anspielung","f",5589
"5142","Bann","m",5587
"18451","Implementation","f",5587
"746","Accounting","n",5586
"13040","Ethnizität","f",5584
"37778","Zwangsvollstreckung","f",5584
"11221","Emotionalität","f",5582
"17114","Gürtel","m",5580
"34544","Überschuss","m",5580
"25471","Maßregel","f",5578
"6966","Bestrahlung","f",5577
"3213","Asymmetrie","f",5574
"8070","Compiler","m",5574
"2012","Antifaschismus","m",5570
"12964","Eskalation","f",5570
"34227","Türe","f",5566
"27522","Monographie","f",5562
"2970","Arrangement","n",5559
"25249","Mars","m",5558
"29130","Schiedsrichter","m",5553
"22088","Knecht","m",5550
"5615","Bauwesen","n",5548
"9193","Dozent","m",5548
"35759","Untersuchungszeitraum","m",5548
"8744","Diskursanalyse","f",5545
"9925","Ehegatte","m",5542
"16970","Gier","f",5536
"15605","Genealogie","f",5534
"29467","Schließen","n",5534
"32313","Slogan","m",5532
"20937","Kathode","f",5518
"2219","Aorta","f",5517
"14969","Garant","m",5517
"22246","Kodierung","f",5515
"2936","Armenpflege","f",5512
"29038","Schenk","m",5511
"21149","Kenner","m",5508
"1199","Amtsblatt","n",5506
"2300","Apotheke","f",5506
"18824","Informationstechnologie","f",5506
"21178","Keramik","f",5498
"30941","Segregation","f",5498
"10000","Ehrfurcht","f",5494
"10170","Eile","f",5491
"8491","Dienstleistungsunternehmen","n",5487
"18421","Immunität","f",5485
"30781","Scientology","f",5476
"20769","Karton","m",5474
"15425","Geliebte","f",5472
"16306","Geschichtsunterricht","m",5469
"23027","Konstituierung","f",5466
"15992","Gesamtbild","n",5463
"30687","Schwergewicht","n",5457
"32041","Sinfonie","f",5456
"7821","Bildungsforschung","f",5454
"24420","Krisis","f",5454
"33368","Telefonnummer","f",5453
"22049","Klugheit","f",5451
"23316","Konzernabschluss","m",5448
"37108","Zionismus","m",5447
"34562","Übersichtlichkeit","f",5446
"17317","Hauch","m",5444
"26988","Mißverständnis","n",5439
"7922","CIA","f",5433
"31514","Sensibilisierung","f",5428
"23352","Konzession","f",5427
"16174","Geschäftsbereich","m",5425
"22170","Knopf","m",5425
"3262","Atheismus","m",5423
"10206","Einbringung","f",5422
"13125","Europarecht","n",5418
"9632","Durchgang","m",5414
"11375","Endpunkt","m",5414
"13123","Europapolitik","f",5413
"36758","Zentralismus","m",5406
"27193","Mittellinie","f",5393
"29207","Schilddrüse","f",5391
"35721","Unterstellung","f",5386
"4598","Ausweisung","f",5385
"11878","Entwicklungspsychologie","f",5382
"7002","Beteiligte","f",5381
"2586","Arbeitsleben","n",5378
"10524","Eins","f",5378
"3965","Ausdrücken","n",5373
"28905","Naturphilosophie","f",5373
"24671","Mainstream","m",5370
"13733","Fallen","n",5368
"29834","Scholastik","f",5368
"460","Abschlussprüfung","f",5367
"8387","Diät","f",5367
"20782","Kasachstan","n",5364
"21654","Kirsch","m",5364
"27907","Münze","f",5363
"28028","Musikwissenschaft","f",5360
"21979","Klimaschutz","m",5359
"2323","Apperzeption","f",5350
"36363","Zar","m",5350
"575","Abstieg","m",5348
"2454","Arbeitsamt","n",5346
"36399","Zaun","m",5345
"7385","Beweismittel","n",5341
"17979","Hürde","f",5341
"12869","Erzählerin","f",5339
"35885","Update","n",5339
"7946","City","f",5336
"34393","Übereinkunft","f",5335
"36253","Zahlungsbilanz","f",5335
"35322","Unordnung","f",5333
"25573","Matthäus","m",5332
"1313","Analytiker","m",5328
"22244","Kodex","m",5327
"6814","Beschwerdemanagement","n",5323
"11160","Emanation","f",5321
"33246","Teilbereich","m",5319
"23569","Körpergewicht","n",5313
"33417","Telex","n",5313
"3200","Asylbewerber","m",5312
"26987","Missverständnis","n",5312
"3174","Asthma","n",5311
"20578","Kapitalwert","m",5308
"6136","Beitrittsgebiet","n",5305
"16679","Gesundheitssystem","n",5305
"2325","Appetit","m",5302
"6156","Bekanntgabe","f",5302
"16724","Gewähr","f",5297
"17917","Humanisierung","f",5296
"34795","Umlauf","m",5294
"19000","Innenministerium","n",5293
"3676","Aufsichtsbehörde","f",5290
"13632","Fahrlässigkeit","f",5288
"20977","Kaufentscheidung","f",5279
"30732","Schwimmen","n",5277
"27608","Moralität","f",5274
"4113","Ausgliederung","f",5273
"17810","Hosen","f",5271
"29242","Schindler","m",5270
"6343","Benzin","n",5267
"7172","Betriebsvermögen","n",5267
"12132","Erdbeben","n",5265
"23606","Körperverletzung","f",5257
"34667","Uganda","n",5257
"20661","Karikatur","f",5254
"23047","Konstruktor","m",5254
"9222","Dramaturgie","f",5252
"20532","Kapitalgeber","m",5251
"28631","Naht","f",5247
"1614","Anhebung","f",5245
"20126","Kalenderjahr","n",5243
"13381","Expressionismus","m",5241
"2114","Antwerpen","n",5237
"16571","Gespür","n",5237
"3158","Ast","m",5231
"13507","Fachgebiet","n",5231
"4445","Außenwirtschaft","f",5230
"34794","Umland","n",5230
"10032","Eidgenossenschaft","f",5224
"21094","Keim","m",5224
"15093","Gastgeber","m",5220
"27848","Multiplikation","f",5218
"27899","Munition","f",5216
"11617","Entgrenzung","f",5211
"24078","Kreditnehmer","m",5209
"35254","Universalität","f",5207
"29689","Schnabel","m",5205
"25191","Marktplatz","m",5204
"13093","Euphorie","f",5202
"23140","Konterrevolution","f",5200
"24645","Mahnung","f",5200
"12848","Erwerbung","f",5194
"25894","Mehrwertsteuer","f",5194
"27809","Müll","m",5193
"5234","Bart","m",5191
"5325","Bass","m",5188
"16616","Gestein","n",5188
"24970","Margarete","f",5188
"17843","House","m",5180
"35701","Unterschiedlichkeit","f",5179
"22403","Kolloquium","n",5177
"19109","Insolvenzverwalter","m",5176
"141","Abfindung","f",5175
"5017","Baltimore","n",5174
"16145","Gesandtschaft","f",5174
"12109","Erbrecht","n",5171
"30618","Schwein","n",5169
"27157","Mitteldeutschland","n",5168
"11129","Else","f",5165
"22368","Kollegium","n",5165
"19428","Intimität","f",5161
"27198","Mittelmeer","n",5160
"16447","Gesellschaftsrecht","n",5159
"33722","Textilindustrie","f",5158
"11006","Elektrode","f",5156
"30085","Schuh","m",5155
"5613","Bauwerk","n",5153
"37492","Zunft","f",5153
"16682","Gesundheitsversorgung","f",5151
"1012","Alterung","f",5148
"3065","Ärztin","f",5148
"24703","Makler","m",5148
"35839","Unverständnis","n",5148
"717","Abwendung","f",5147
"4673","Automation","f",5147
"13475","Facharbeiter","m",5146
"23282","Konversion","f",5145
"12240","Erfahrungswissen","n",5136
"22812","Konfliktlösung","f",5136
"15937","Germania","f",5135
"19763","Jubiläum","n",5134
"7437","Bewirtschaftung","f",5123
"186","Abgeordnetenhaus","n",5119
"23876","Krämer","m",5112
"23485","Korb","m",5108
"1970","Anteilnahme","f",5105
"31002","Seil","n",5104
"154","Abfragen","n",5098
"26932","Mißerfolg","m",5098
"4715","Autorenkollektiv","n",5097
"35520","Unterlassung","n",5091
"35521","Unterlassung","f",5091
"11907","Entwicklungszusammenarbeit","f",5090
"11549","Entartung","f",5089
"12907","Erzieherin","f",5085
"6283","Bemessung","f",5082
"7446","Bewusstheit","f",5082
"1412","Androhung","f",5080
"29095","Schichtung","f",5080
"8370","Diana","f",5068
"9432","Druckerei","f",5063
"17036","Gitter","n",5061
"27063","Mitgliederversammlung","f",5061
"24642","Mahnmal","n",5060
"31427","Seligkeit","f",5060
"7732","Bildhauer","m",5058
"23685","Kost","f",5058
"19301","Interface","n",5053
"25630","Maximierung","f",5049
"26140","Mephistopheles","m",5048
"25663","Medaille","f",5046
"32045","Singapur","n",5043
"376","Abriß","m",5038
"35372","Unsterblichkeit","f",5037
"5833","Befolgung","f",5036
"3890","Ausbilder","m",5032
"25404","Massenkommunikation","f",5031
"249","Abkühlung","f",5030
"23822","Kräfteverhältnis","n",5030
"6253","Belieben","n",5027
"13842","Familienleben","n",5027
"16829","Gewerkschafter","m",5027
"10440","Einkommensverteilung","f",5023
"12526","Ermöglichung","f",5020
"31717","Shoah","f",5020
"17952","Hundert","f",5019
"17953","Hundert","n",5019
"21108","Keimplasma","n",5019
"70","Abel","m",5017
"13198","Examen","n",5015
"11145","Elternschaft","f",5013
"12798","Erwartungshaltung","f",5013
"27304","Mobile","n",5007
"82","Abendland","n",5002
"171","Abgang","m",4996
"1062","Alzheimer","m",4992
"35059","Unbestimmtheit","f",4987
"33334","Teilzeitarbeit","f",4984
"22985","Konservatismus","m",4982
"2504","Arbeitseinsatz","m",4980
"10081","Eigeninitiative","f",4979
"14557","Fulda","n",4977
"14558","Fulda","f",4977
"31731","Sibirien","n",4977
"32642","Tabak","m",4975
"15485","Gemeinderat","m",4974
"8241","Curriculum","n",4972
"36136","Valentin","m",4968
"3859","Auktion","f",4963
"19029","Inneres","n",4963
"9742","Dusche","f",4961
"30919","Seewasser","n",4961
"18266","Identitätsbildung","f",4957
"25044","Markenidentität","f",4955
"4288","Ausreise","f",4954
"31330","Selbststeuerung","f",4950
"5821","Befestigung","f",4945
"16220","Geschäftsmodell","n",4942
"3401","Audio","n",4938
"10813","Einziehung","f",4937
"13455","Fabrikation","f",4935
"35519","Unterlassen","n",4934
"4168","Auslagerung","f",4933
"23868","Krakau","n",4929
"17578","Hauptziel","n",4927
"16299","Geschichtsphilosophie","f",4920
"30954","Sehnen","n",4919
"13387","Exstirpation","f",4917
"16326","Geschlechterforschung","f",4917
"1529","Angehöriger","m",4915
"18429","Immunsystem","n",4914
"4844","Backhaus","n",4913
"12495","Erlös","m",4913
"5475","Bauherr","m",4908
"4472","Aussiedler","m",4907
"23457","Kopieren","n",4907
"13525","Fachkompetenz","f",4905
"35196","Ungleichbehandlung","f",4905
"24496","Lupe","f",4902
"12955","Esel","m",4901
"2080","Antlitz","n",4899
"2880","Arisierung","f",4898
"17567","Hauptwerk","n",4898
"25278","Märtyrer","m",4897
"20929","Kathedrale","f",4895
"31393","Selbstwahrnehmung","f",4893
"12792","Erwärmung","f",4890
"8962","Dolmetscher","m",4888
"14628","Funke","m",4887
"27678","Morphologie","f",4885
"33678","Texas","n",4885
"29344","Schlaganfall","m",4884
"33473","Template","n",4884
"26166","Merkur","m",4883
"31902","Siegen","n",4882
"17337","Hauptabteilung","f",4879
"6758","Bescheidenheit","f",4878
"26444","Mieten","n",4878
"11068","Elektrotechnik","f",4877
"28698","Narbe","f",4877
"8840","Disziplinierung","f",4874
"32072","Sinnenwelt","f",4874
"5159","Bär","m",4871
"22628","Kompanie","f",4871
"10583","Einseitigkeit","f",4867
"34143","Tschetschenien","n",4865
"8103","Comte","m",4864
"22946","Konkurs","m",4862
"31176","Selbstbestimmungsrecht","n",4861
"3717","Auftakt","m",4854
"36183","Yoruba","n",4853
"21331","Kiefer","f",4850
"21332","Kiefer","m",4850
"36239","Zählung","f",4845
"8059","Comic","m",4837
"16554","Gesprächsführung","f",4837
"21073","Kehle","f",4837
"19954","Jury","f",4833
"25592","Maul","n",4831
"3002","Arterie","f",4827
"9015","Donaumonarchie","f",4825
"1329","Anarchismus","m",4822
"1241","Amtsträger","m",4821
"16178","Geschäftsbetrieb","m",4821
"24675","Mais","m",4821
"11780","Entsendung","f",4820
"13207","Exegese","f",4820
"36127","Vakuum","n",4820
"22237","Kochsalzlösung","f",4818
"24391","Kriminologie","f",4818
"6192","Belang","m",4815
"32747","Tageslicht","n",4814
"35318","Unmut","m",4814
"4817","Bachelor","m",4813
"9540","Duell","n",4809
"33913","Theresienstadt","n",4809
"3229","Atelier","n",4807
"7147","Betriebsstätte","f",4807
"22387","Koller","n",4806
"22388","Koller","m",4806
"26991","Mist","m",4805
"6624","Berufsschule","f",4804
"32296","Skulptur","f",4804
"8650","Diphtherie","f",4803
"1552","Angestellter","m",4800
"15982","Gesamtausgabe","f",4799
"25181","Marktmacht","f",4798
"13422","Extremität","f",4789
"14574","Füllung","f",4788
"28677","Namibia","n",4787
"8657","Diplomat","m",4786
"8590","Diktat","n",4784
"6646","Berufswahl","f",4783
"34463","Überlassung","f",4783
"30693","Schwerkraft","f",4780
"12044","Epos","n",4778
"18730","Inflationsrate","f",4778
"32195","Sizilien","n",4776
"27145","Mittelamerika","n",4773
"294","Ablenkung","f",4769
"21945","Kleriker","m",4768
"31227","Selbsterkenntnis","f",4766
"16240","Geschäftsstelle","f",4760
"24215","Kreuzung","f",4760
"29897","Schottland","n",4759
"819","Ackerbau","m",4755
"8356","Dialogfenster","n",4754
"12824","Erwerbsleben","n",4754
"1783","Anode","f",4753
"22077","Knappheit","f",4753
"3196","Asyl","n",4752
"1449","Anfänger","m",4751
"25196","Marktpreis","m",4749
"15865","Gerber","m",4748
"19255","Intentionalität","f",4748
"21377","Kilogramm","n",4748
"3511","Aufgabenerfüllung","f",4746
"15231","Geber","m",4746
"25831","Mehl","n",4742
"2301","Apotheker","m",4739
"4511","Ausstieg","m",4736
"10809","Einzelwesen","n",4732
"5794","Beerdigung","f",4731
"29935","Schreck","m",4728
"6246","Belichtung","f",4724
"28681","Nancy","n",4724
"9292","Dreier","m",4723
"22829","Konformität","f",4722
"3307","Atomenergie","f",4718
"29055","Schere","f",4718
"31161","Selbstbehauptung","f",4718
"14881","Galizien","n",4715
"28602","Nahrungsaufnahme","f",4715
"6158","Bekanntheitsgrad","m",4710
"10040","Eiern","n",4709
"17590","Hausarzt","m",4706
"18822","Informationssystem","n",4703
"26492","Mikro","n",4702
"26493","Mikro","f",4702
"27029","Mitbewerber","m",4702
"18485","Improvisation","f",4701
"35214","Unheil","n",4700
"2732","Arbeitsunfähigkeit","f",4699
"1401","Andeutung","f",4698
"1810","Anpassungsfähigkeit","f",4697
"7119","Betriebsmittel","n",4697
"32367","Support","m",4691
"13887","Fan","m",4688
"25682","Mediator","m",4686
"29686","Schmutz","m",4686
"20243","Kambodscha","n",4685
"28932","Naturzustand","m",4684
"22464","Kombinat","n",4682
"15671","Generalstab","m",4678
"22515","Kommerzialisierung","f",4678
"18375","Imitation","f",4676
"12112","Erbschaft","f",4675
"16666","Gesundheitspolitik","f",4675
"29406","Schleicher","m",4672
"34728","Umdenken","n",4671
"27319","Mobiltelefon","n",4670
"34587","Übertragbarkeit","f",4670
"12244","Erfassen","n",4669
